,16.4,Web Inspector,Added alphabetic sorting of headers in the Network Tab.,,
,16.4,Web Inspector,Added Event badges for nodes that have event listeners in the Elements Tab.,,
,16.4,Web Inspector,Added OpenGL object IDs in the Canvas inspector of the Graphics Tab.,,
,16.4,Web Inspector,Added Scroll badges for scrollable elements in the Elements Tab.,,
,16.4,Web Inspector,Added showing relevant special breakpoints in the Pause Reason section of the Sources Tab.,,
,16.4,Web Inspector,Added support for user preference overrides in the Elements Tab.,,
,16.4,Web Inspector,Added support for console snippets in the Console Tab.,,
,16.4,Web Inspector,"Added support for editing @media, @container, and @supports rules in the Styles panel of the Elements Tab.",,
,16.4,Web Inspector,Added support for editing font variation axes in the Elements Tab.,,
,16.4,Web Inspector,Added support for function breakpoints and tracepoints.,,
,16.4,Web Inspector,Added support for inline breakpoints in the Sources Tab.,,
,16.4,Web Inspector,Added support for nodes that aren’t visible on the page to appear dimmed in the DOM tree of the Elements Tab.,,
,16.4,Web Inspector,Added support for per-page network throttling in the Network Tab.,,
,16.4,Web Inspector,Added support for showing warnings for synthesized bold or oblique in the Font details sidebar of the Elements Tab.,,
,16.4,Web Inspector,Added support for symbolic breakpoints in the Sources Tab,,
,16.4,Web Inspector,Added using the Shift key to highlight the initiator or initiated resources in the Network Tab.,,
,16.4,Web Inspector,Fixed “Inspect Element” not highlighting the element.,,
,16.4,Web Inspector,Fixed capturing async stack traces for queueMicrotask.,,
,16.4,Web Inspector,Fixed clicking coalesced events in the timeline selecting the wrong event.,,
,16.4,Web Inspector,Fixed event breakpoints to support case-insensitive and RegExp matching.,,
,16.4,Web Inspector,Fixed sending Console.StackTrace instead of an array of Console.CallFrame.,,
,16.4,Web Inspector,Fixed slow search with a lot of files in the Open Resource dialog.,,
,16.4,Web Inspector,Fixed sorting prefixed properties below non-prefixed properties in the Computed panel of the Elements Tab.,,
,16.4,Web Inspector,Fixed the always empty Attributes section in the Node panel of the Elements Tab.,,
,16.4,Web Inspector,Fixed the Computed Tab scrolling to the top when a <style> is added to the page.,,
,16.4,Web Inspector,Fixed URL breakpoints to also pause when HTML attributes are set that trigger loads.,,
,16.4,Web Inspector,fixed: Improved the visual hierarchy of the Layout sidebar in the Elements Tab.,,
,16.4,WebDriver,Added support for generateTestReport.,,
,16.4,WebDriver,Added support for shadow roots.,,
,16.4,WebDriver,Added support for the “Get Computed Role” and “Get Computed Label” commands.,,
,16.4,WebDriver,Added support for the SameSite cookie attribute.,,
,16.4,WebDriver,"Added support for typing characters that are represented by multiple code points, including emoji.",,
,16.4,WebDriver,Fixed “Get Element Rect” to not round to integer values.,,
,16.4,WebDriver,Fixed automation sessions terminating during navigation.,,
,16.4,WebDriver,Fixed click element failing on iPad when Stage Manager is disabled.,,
,16.4,WebDriver,Fixed HTTP GET requests with a body failing.,,
,16.4,WebDriver,Fixed the Shift modifier key not applying to typed text.,,
,16.4,WKWebView,Added WKPreferences shouldPrintBackgrounds API to allow clients to specify if a page’s background should be included when printing.,,
